// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 27 benchmark(s) in total *****
// ***** Building 2 exe(s) in Parallel: Start   *****
// ***** Done, took 00:00:06 (6.33 sec)   *****
// Found 27 benchmarks:
//   Kyber_Benchmarking.KeyGen: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber1024]
//   Kyber_Benchmarking.Encaps: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber1024]
//   Kyber_Benchmarking.Decaps: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber1024]
//   Kyber_Benchmarking.KeyGen: Job-BOEMXS(Runtime=.NET 8.0, InvocationCount=1, IterationCount=100, UnrollFactor=1) [AlgorithmName=Kyber1024]
//   Kyber_Benchmarking.Encaps: Job-BOEMXS(Runtime=.NET 8.0, InvocationCount=1, IterationCount=100, UnrollFactor=1) [AlgorithmName=Kyber1024]
//   Kyber_Benchmarking.Decaps: Job-BOEMXS(Runtime=.NET 8.0, InvocationCount=1, IterationCount=100, UnrollFactor=1) [AlgorithmName=Kyber1024]
//   Kyber_Benchmarking.KeyGen: DefaultJob(InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber1024]
//   Kyber_Benchmarking.Encaps: DefaultJob(InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber1024]
//   Kyber_Benchmarking.Decaps: DefaultJob(InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber1024]
//   Kyber_Benchmarking.KeyGen: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber512]
//   Kyber_Benchmarking.Encaps: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber512]
//   Kyber_Benchmarking.Decaps: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber512]
//   Kyber_Benchmarking.KeyGen: Job-BOEMXS(Runtime=.NET 8.0, InvocationCount=1, IterationCount=100, UnrollFactor=1) [AlgorithmName=Kyber512]
//   Kyber_Benchmarking.Encaps: Job-BOEMXS(Runtime=.NET 8.0, InvocationCount=1, IterationCount=100, UnrollFactor=1) [AlgorithmName=Kyber512]
//   Kyber_Benchmarking.Decaps: Job-BOEMXS(Runtime=.NET 8.0, InvocationCount=1, IterationCount=100, UnrollFactor=1) [AlgorithmName=Kyber512]
//   Kyber_Benchmarking.KeyGen: DefaultJob(InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber512]
//   Kyber_Benchmarking.Encaps: DefaultJob(InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber512]
//   Kyber_Benchmarking.Decaps: DefaultJob(InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber512]
//   Kyber_Benchmarking.KeyGen: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber768]
//   Kyber_Benchmarking.Encaps: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber768]
//   Kyber_Benchmarking.Decaps: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber768]
//   Kyber_Benchmarking.KeyGen: Job-BOEMXS(Runtime=.NET 8.0, InvocationCount=1, IterationCount=100, UnrollFactor=1) [AlgorithmName=Kyber768]
//   Kyber_Benchmarking.Encaps: Job-BOEMXS(Runtime=.NET 8.0, InvocationCount=1, IterationCount=100, UnrollFactor=1) [AlgorithmName=Kyber768]
//   Kyber_Benchmarking.Decaps: Job-BOEMXS(Runtime=.NET 8.0, InvocationCount=1, IterationCount=100, UnrollFactor=1) [AlgorithmName=Kyber768]
//   Kyber_Benchmarking.KeyGen: DefaultJob(InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber768]
//   Kyber_Benchmarking.Encaps: DefaultJob(InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber768]
//   Kyber_Benchmarking.Decaps: DefaultJob(InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber768]

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: Höchstleistung)
// **************************
// Benchmark: Kyber_Benchmarking.KeyGen: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber1024]
// *** Execute ***
// Launch: 1 / 1

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.2
// Runtime=.NET 8.0.16 (8.0.1625.21506), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT VectorSize=256
// Job: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1)

WorkloadResult  76: 1 op, 94400.00 ns, 94.4000 us/op
WorkloadResult  77: 1 op, 81500.00 ns, 81.5000 us/op
WorkloadResult  78: 1 op, 71900.00 ns, 71.9000 us/op
WorkloadResult  79: 1 op, 91000.00 ns, 91.0000 us/op
WorkloadResult  80: 1 op, 116000.00 ns, 116.0000 us/op
WorkloadResult  81: 1 op, 97100.00 ns, 97.1000 us/op
WorkloadResult  82: 1 op, 71200.00 ns, 71.2000 us/op
WorkloadResult  83: 1 op, 97600.00 ns, 97.6000 us/op
WorkloadResult  84: 1 op, 102100.00 ns, 102.1000 us/op
WorkloadResult  85: 1 op, 72600.00 ns, 72.6000 us/op
WorkloadResult  86: 1 op, 78600.00 ns, 78.6000 us/op
WorkloadResult  87: 1 op, 72200.00 ns, 72.2000 us/op
WorkloadResult  88: 1 op, 98300.00 ns, 98.3000 us/op
WorkloadResult  89: 1 op, 80900.00 ns, 80.9000 us/op
WorkloadResult  90: 1 op, 77300.00 ns, 77.3000 us/op
WorkloadResult  91: 1 op, 72100.00 ns, 72.1000 us/op
WorkloadResult  92: 1 op, 80700.00 ns, 80.7000 us/op
WorkloadResult  93: 1 op, 78200.00 ns, 78.2000 us/op
WorkloadResult  94: 1 op, 77700.00 ns, 77.7000 us/op
WorkloadResult  95: 1 op, 80300.00 ns, 80.3000 us/op
WorkloadResult  96: 1 op, 77600.00 ns, 77.6000 us/op
// GC:  0 0 0 56 1
// Threading:  0 0 1

// AfterAll
// Benchmark Process 23912 has exited with code 0.

Mean = 81.590 μs, StdErr = 1.198 μs (1.47%), N = 96, StdDev = 11.743 μs
Min = 69.800 μs, Q1 = 72.175 μs, Median = 77.650 μs, Q3 = 86.000 μs, Max = 116.000 μs
IQR = 13.825 μs, LowerFence = 51.438 μs, UpperFence = 106.737 μs
ConfidenceInterval = [77.520 μs; 85.660 μs] (CI 99.9%), Margin = 4.070 μs (4.99% of Mean)
Skewness = 1.14, Kurtosis = 3.22, MValue = 2.37

// ** Remained 9 (33,3 %) benchmark(s) to run. Estimated finish 2025-07-05 0:09 (0h 0m from now) **
Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: Höchstleistung)
// **************************
// Benchmark: Kyber_Benchmarking.KeyGen: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber768]
// *** Execute ***
// Launch: 1 / 1

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.2
// Runtime=.NET 8.0.16 (8.0.1625.21506), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT VectorSize=256
// Job: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1)

OverheadJitting  1: 1 op, 600.00 ns, 600.0000 ns/op
WorkloadJitting  1: 1 op, 226400.00 ns, 226.4000 us/op

OverheadWarmup   1: 1 op, 500.00 ns, 500.0000 ns/op
OverheadWarmup   2: 1 op, 500.00 ns, 500.0000 ns/op
OverheadWarmup   3: 1 op, 500.00 ns, 500.0000 ns/op
OverheadWarmup   4: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   5: 1 op, 600.00 ns, 600.0000 ns/op

OverheadActual   1: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual   2: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   3: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   4: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   5: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   6: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   7: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   8: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   9: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  10: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  11: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  12: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  13: 1 op, 500.00 ns, 500.0000 ns/op
OverheadActual  14: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  15: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  16: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  17: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual  18: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  19: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  20: 1 op, 200.00 ns, 200.0000 ns/op

OverheadWarmup   1: 1 op, 300.00 ns, 300.0000 ns/op
OverheadWarmup   2: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   3: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   4: 1 op, 700.00 ns, 700.0000 ns/op
OverheadWarmup   5: 1 op, 400.00 ns, 400.0000 ns/op
OverheadWarmup   6: 1 op, 400.00 ns, 400.0000 ns/op

WorkloadActual   1: 1 op, 322600.00 ns, 322.6000 us/op
WorkloadActual   2: 1 op, 266300.00 ns, 266.3000 us/op
WorkloadActual   3: 1 op, 223900.00 ns, 223.9000 us/op
WorkloadActual   4: 1 op, 231800.00 ns, 231.8000 us/op
WorkloadActual   5: 1 op, 279300.00 ns, 279.3000 us/op
WorkloadActual   6: 1 op, 311900.00 ns, 311.9000 us/op
WorkloadActual   7: 1 op, 239400.00 ns, 239.4000 us/op
WorkloadActual   8: 1 op, 348900.00 ns, 348.9000 us/op
WorkloadActual   9: 1 op, 260600.00 ns, 260.6000 us/op
WorkloadActual  10: 1 op, 323500.00 ns, 323.5000 us/op
WorkloadActual  11: 1 op, 341700.00 ns, 341.7000 us/op
WorkloadActual  12: 1 op, 369700.00 ns, 369.7000 us/op
WorkloadActual  13: 1 op, 263200.00 ns, 263.2000 us/op
WorkloadActual  14: 1 op, 318800.00 ns, 318.8000 us/op
WorkloadActual  15: 1 op, 294700.00 ns, 294.7000 us/op
WorkloadActual  16: 1 op, 346900.00 ns, 346.9000 us/op
WorkloadActual  17: 1 op, 398100.00 ns, 398.1000 us/op
WorkloadActual  18: 1 op, 349000.00 ns, 349.0000 us/op
WorkloadActual  19: 1 op, 377700.00 ns, 377.7000 us/op
WorkloadActual  20: 1 op, 252300.00 ns, 252.3000 us/op
WorkloadActual  21: 1 op, 336200.00 ns, 336.2000 us/op
WorkloadActual  22: 1 op, 260300.00 ns, 260.3000 us/op
WorkloadActual  23: 1 op, 222600.00 ns, 222.6000 us/op
WorkloadActual  24: 1 op, 302100.00 ns, 302.1000 us/op
WorkloadActual  25: 1 op, 323800.00 ns, 323.8000 us/op
WorkloadActual  26: 1 op, 299900.00 ns, 299.9000 us/op
WorkloadActual  27: 1 op, 248500.00 ns, 248.5000 us/op
WorkloadActual  28: 1 op, 356600.00 ns, 356.6000 us/op
WorkloadActual  29: 1 op, 232600.00 ns, 232.6000 us/op
WorkloadActual  30: 1 op, 265500.00 ns, 265.5000 us/op
WorkloadActual  31: 1 op, 324800.00 ns, 324.8000 us/op
WorkloadActual  32: 1 op, 292100.00 ns, 292.1000 us/op
WorkloadActual  33: 1 op, 304400.00 ns, 304.4000 us/op
WorkloadActual  34: 1 op, 388500.00 ns, 388.5000 us/op
WorkloadActual  35: 1 op, 228800.00 ns, 228.8000 us/op
WorkloadActual  36: 1 op, 257400.00 ns, 257.4000 us/op
WorkloadActual  37: 1 op, 266800.00 ns, 266.8000 us/op
WorkloadActual  38: 1 op, 337300.00 ns, 337.3000 us/op
WorkloadActual  39: 1 op, 433800.00 ns, 433.8000 us/op
WorkloadActual  40: 1 op, 298600.00 ns, 298.6000 us/op
WorkloadActual  41: 1 op, 305000.00 ns, 305.0000 us/op
WorkloadActual  42: 1 op, 332400.00 ns, 332.4000 us/op
WorkloadActual  43: 1 op, 231400.00 ns, 231.4000 us/op
WorkloadActual  44: 1 op, 258400.00 ns, 258.4000 us/op
WorkloadActual  45: 1 op, 216300.00 ns, 216.3000 us/op
WorkloadActual  46: 1 op, 218700.00 ns, 218.7000 us/op
WorkloadActual  47: 1 op, 279500.00 ns, 279.5000 us/op
WorkloadActual  48: 1 op, 259100.00 ns, 259.1000 us/op
WorkloadActual  49: 1 op, 218500.00 ns, 218.5000 us/op
WorkloadActual  50: 1 op, 227000.00 ns, 227.0000 us/op
WorkloadActual  51: 1 op, 219500.00 ns, 219.5000 us/op
WorkloadActual  52: 1 op, 213200.00 ns, 213.2000 us/op
WorkloadActual  53: 1 op, 214900.00 ns, 214.9000 us/op
WorkloadActual  54: 1 op, 212600.00 ns, 212.6000 us/op
WorkloadActual  55: 1 op, 212500.00 ns, 212.5000 us/op
WorkloadActual  56: 1 op, 213500.00 ns, 213.5000 us/op
WorkloadActual  57: 1 op, 245000.00 ns, 245.0000 us/op
WorkloadActual  58: 1 op, 215300.00 ns, 215.3000 us/op
WorkloadActual  59: 1 op, 219900.00 ns, 219.9000 us/op
WorkloadActual  60: 1 op, 212300.00 ns, 212.3000 us/op
WorkloadActual  61: 1 op, 227400.00 ns, 227.4000 us/op
WorkloadActual  62: 1 op, 228300.00 ns, 228.3000 us/op
WorkloadActual  63: 1 op, 216100.00 ns, 216.1000 us/op
WorkloadActual  64: 1 op, 213600.00 ns, 213.6000 us/op
WorkloadActual  65: 1 op, 228700.00 ns, 228.7000 us/op
WorkloadActual  66: 1 op, 232400.00 ns, 232.4000 us/op
WorkloadActual  67: 1 op, 285300.00 ns, 285.3000 us/op
WorkloadActual  68: 1 op, 213700.00 ns, 213.7000 us/op
WorkloadActual  69: 1 op, 222200.00 ns, 222.2000 us/op
WorkloadActual  70: 1 op, 212800.00 ns, 212.8000 us/op
WorkloadActual  71: 1 op, 226300.00 ns, 226.3000 us/op
WorkloadActual  72: 1 op, 264100.00 ns, 264.1000 us/op
WorkloadActual  73: 1 op, 223100.00 ns, 223.1000 us/op
WorkloadActual  74: 1 op, 215900.00 ns, 215.9000 us/op
WorkloadActual  75: 1 op, 216700.00 ns, 216.7000 us/op
WorkloadActual  76: 1 op, 213700.00 ns, 213.7000 us/op
WorkloadActual  77: 1 op, 297600.00 ns, 297.6000 us/op
WorkloadActual  78: 1 op, 217100.00 ns, 217.1000 us/op
WorkloadActual  79: 1 op, 213300.00 ns, 213.3000 us/op
WorkloadActual  80: 1 op, 212800.00 ns, 212.8000 us/op
WorkloadActual  81: 1 op, 234300.00 ns, 234.3000 us/op
WorkloadActual  82: 1 op, 240300.00 ns, 240.3000 us/op
WorkloadActual  83: 1 op, 216900.00 ns, 216.9000 us/op
WorkloadActual  84: 1 op, 223200.00 ns, 223.2000 us/op
WorkloadActual  85: 1 op, 210300.00 ns, 210.3000 us/op
WorkloadActual  86: 1 op, 216300.00 ns, 216.3000 us/op
WorkloadActual  87: 1 op, 228100.00 ns, 228.1000 us/op
WorkloadActual  88: 1 op, 214100.00 ns, 214.1000 us/op
WorkloadActual  89: 1 op, 212300.00 ns, 212.3000 us/op
WorkloadActual  90: 1 op, 217300.00 ns, 217.3000 us/op
WorkloadActual  91: 1 op, 211100.00 ns, 211.1000 us/op
WorkloadActual  92: 1 op, 284200.00 ns, 284.2000 us/op
WorkloadActual  93: 1 op, 214200.00 ns, 214.2000 us/op
WorkloadActual  94: 1 op, 218000.00 ns, 218.0000 us/op
WorkloadActual  95: 1 op, 216000.00 ns, 216.0000 us/op
WorkloadActual  96: 1 op, 253000.00 ns, 253.0000 us/op
WorkloadActual  97: 1 op, 222700.00 ns, 222.7000 us/op
WorkloadActual  98: 1 op, 224000.00 ns, 224.0000 us/op
WorkloadActual  99: 1 op, 213000.00 ns, 213.0000 us/op
WorkloadActual  100: 1 op, 224600.00 ns, 224.6000 us/op

WorkloadResult   1: 1 op, 322400.00 ns, 322.4000 us/op
WorkloadResult   2: 1 op, 266100.00 ns, 266.1000 us/op
WorkloadResult   3: 1 op, 223700.00 ns, 223.7000 us/op
WorkloadResult   4: 1 op, 231600.00 ns, 231.6000 us/op
WorkloadResult   5: 1 op, 279100.00 ns, 279.1000 us/op
WorkloadResult   6: 1 op, 311700.00 ns, 311.7000 us/op
WorkloadResult   7: 1 op, 239200.00 ns, 239.2000 us/op
WorkloadResult   8: 1 op, 348700.00 ns, 348.7000 us/op
WorkloadResult   9: 1 op, 260400.00 ns, 260.4000 us/op
WorkloadResult  10: 1 op, 323300.00 ns, 323.3000 us/op
WorkloadResult  11: 1 op, 341500.00 ns, 341.5000 us/op
WorkloadResult  12: 1 op, 369500.00 ns, 369.5000 us/op
WorkloadResult  13: 1 op, 263000.00 ns, 263.0000 us/op
WorkloadResult  14: 1 op, 318600.00 ns, 318.6000 us/op
WorkloadResult  15: 1 op, 294500.00 ns, 294.5000 us/op
WorkloadResult  16: 1 op, 346700.00 ns, 346.7000 us/op
WorkloadResult  17: 1 op, 397900.00 ns, 397.9000 us/op
WorkloadResult  18: 1 op, 348800.00 ns, 348.8000 us/op
WorkloadResult  19: 1 op, 377500.00 ns, 377.5000 us/op
WorkloadResult  20: 1 op, 252100.00 ns, 252.1000 us/op
WorkloadResult  21: 1 op, 336000.00 ns, 336.0000 us/op
WorkloadResult  22: 1 op, 260100.00 ns, 260.1000 us/op
WorkloadResult  23: 1 op, 222400.00 ns, 222.4000 us/op
WorkloadResult  24: 1 op, 301900.00 ns, 301.9000 us/op
WorkloadResult  25: 1 op, 323600.00 ns, 323.6000 us/op
WorkloadResult  26: 1 op, 299700.00 ns, 299.7000 us/op
WorkloadResult  27: 1 op, 248300.00 ns, 248.3000 us/op
WorkloadResult  28: 1 op, 356400.00 ns, 356.4000 us/op
WorkloadResult  29: 1 op, 232400.00 ns, 232.4000 us/op
WorkloadResult  30: 1 op, 265300.00 ns, 265.3000 us/op
WorkloadResult  31: 1 op, 324600.00 ns, 324.6000 us/op
WorkloadResult  32: 1 op, 291900.00 ns, 291.9000 us/op
WorkloadResult  33: 1 op, 304200.00 ns, 304.2000 us/op
WorkloadResult  34: 1 op, 388300.00 ns, 388.3000 us/op
WorkloadResult  35: 1 op, 228600.00 ns, 228.6000 us/op
WorkloadResult  36: 1 op, 257200.00 ns, 257.2000 us/op
WorkloadResult  37: 1 op, 266600.00 ns, 266.6000 us/op
WorkloadResult  38: 1 op, 337100.00 ns, 337.1000 us/op
WorkloadResult  39: 1 op, 298400.00 ns, 298.4000 us/op
WorkloadResult  40: 1 op, 304800.00 ns, 304.8000 us/op
WorkloadResult  41: 1 op, 332200.00 ns, 332.2000 us/op
WorkloadResult  42: 1 op, 231200.00 ns, 231.2000 us/op
WorkloadResult  43: 1 op, 258200.00 ns, 258.2000 us/op
WorkloadResult  44: 1 op, 216100.00 ns, 216.1000 us/op
WorkloadResult  45: 1 op, 218500.00 ns, 218.5000 us/op
WorkloadResult  46: 1 op, 279300.00 ns, 279.3000 us/op
WorkloadResult  47: 1 op, 258900.00 ns, 258.9000 us/op
WorkloadResult  48: 1 op, 218300.00 ns, 218.3000 us/op
WorkloadResult  49: 1 op, 226800.00 ns, 226.8000 us/op
WorkloadResult  50: 1 op, 219300.00 ns, 219.3000 us/op
WorkloadResult  51: 1 op, 213000.00 ns, 213.0000 us/op
WorkloadResult  52: 1 op, 214700.00 ns, 214.7000 us/op
WorkloadResult  53: 1 op, 212400.00 ns, 212.4000 us/op
WorkloadResult  54: 1 op, 212300.00 ns, 212.3000 us/op
WorkloadResult  55: 1 op, 213300.00 ns, 213.3000 us/op
WorkloadResult  56: 1 op, 244800.00 ns, 244.8000 us/op
WorkloadResult  57: 1 op, 215100.00 ns, 215.1000 us/op
WorkloadResult  58: 1 op, 219700.00 ns, 219.7000 us/op
WorkloadResult  59: 1 op, 212100.00 ns, 212.1000 us/op
WorkloadResult  60: 1 op, 227200.00 ns, 227.2000 us/op
WorkloadResult  61: 1 op, 228100.00 ns, 228.1000 us/op
WorkloadResult  62: 1 op, 215900.00 ns, 215.9000 us/op
WorkloadResult  63: 1 op, 213400.00 ns, 213.4000 us/op
WorkloadResult  64: 1 op, 228500.00 ns, 228.5000 us/op
WorkloadResult  65: 1 op, 232200.00 ns, 232.2000 us/op
WorkloadResult  66: 1 op, 285100.00 ns, 285.1000 us/op
WorkloadResult  67: 1 op, 213500.00 ns, 213.5000 us/op
WorkloadResult  68: 1 op, 222000.00 ns, 222.0000 us/op
WorkloadResult  69: 1 op, 212600.00 ns, 212.6000 us/op
WorkloadResult  70: 1 op, 226100.00 ns, 226.1000 us/op
WorkloadResult  71: 1 op, 263900.00 ns, 263.9000 us/op
WorkloadResult  72: 1 op, 222900.00 ns, 222.9000 us/op
WorkloadResult  73: 1 op, 215700.00 ns, 215.7000 us/op
WorkloadResult  74: 1 op, 216500.00 ns, 216.5000 us/op
WorkloadResult  75: 1 op, 213500.00 ns, 213.5000 us/op
WorkloadResult  76: 1 op, 297400.00 ns, 297.4000 us/op
WorkloadResult  77: 1 op, 216900.00 ns, 216.9000 us/op
WorkloadResult  78: 1 op, 213100.00 ns, 213.1000 us/op
WorkloadResult  79: 1 op, 212600.00 ns, 212.6000 us/op
WorkloadResult  80: 1 op, 234100.00 ns, 234.1000 us/op
WorkloadResult  81: 1 op, 240100.00 ns, 240.1000 us/op
WorkloadResult  82: 1 op, 216700.00 ns, 216.7000 us/op
WorkloadResult  83: 1 op, 223000.00 ns, 223.0000 us/op
WorkloadResult  84: 1 op, 210100.00 ns, 210.1000 us/op
WorkloadResult  85: 1 op, 216100.00 ns, 216.1000 us/op
WorkloadResult  86: 1 op, 227900.00 ns, 227.9000 us/op
WorkloadResult  87: 1 op, 213900.00 ns, 213.9000 us/op
WorkloadResult  88: 1 op, 212100.00 ns, 212.1000 us/op
WorkloadResult  89: 1 op, 217100.00 ns, 217.1000 us/op
WorkloadResult  90: 1 op, 210900.00 ns, 210.9000 us/op
WorkloadResult  91: 1 op, 284000.00 ns, 284.0000 us/op
WorkloadResult  92: 1 op, 214000.00 ns, 214.0000 us/op
WorkloadResult  93: 1 op, 217800.00 ns, 217.8000 us/op
WorkloadResult  94: 1 op, 215800.00 ns, 215.8000 us/op
WorkloadResult  95: 1 op, 252800.00 ns, 252.8000 us/op
WorkloadResult  96: 1 op, 222500.00 ns, 222.5000 us/op
WorkloadResult  97: 1 op, 223800.00 ns, 223.8000 us/op
WorkloadResult  98: 1 op, 212800.00 ns, 212.8000 us/op
WorkloadResult  99: 1 op, 224400.00 ns, 224.4000 us/op
// GC:  0 0 0 5264 1
// Threading:  0 0 1


Mean = 257.043 μs, StdErr = 5.020 μs (1.95%), N = 99, StdDev = 49.949 μs
Min = 210.100 μs, Q1 = 216.600 μs, Median = 231.600 μs, Q3 = 293.200 μs, Max = 397.900 μs
IQR = 76.600 μs, LowerFence = 101.700 μs, UpperFence = 408.100 μs
ConfidenceInterval = [240.013 μs; 274.074 μs] (CI 99.9%), Margin = 17.031 μs (6.63% of Mean)
Skewness = 1.02, Kurtosis = 2.89, MValue = 2.87

// ** Remained 8 (29,6 %) benchmark(s) to run. Estimated finish 2025-07-05 0:09 (0h 0m from now) **
Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: Höchstleistung)
// **************************
// Benchmark: Kyber_Benchmarking.Encaps: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber768]
// *** Execute ***
// Launch: 1 / 1

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.2
// Runtime=.NET 8.0.16 (8.0.1625.21506), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT VectorSize=256
// Job: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1)

OverheadJitting  1: 1 op, 400.00 ns, 400.0000 ns/op
WorkloadJitting  1: 1 op, 196200.00 ns, 196.2000 us/op

OverheadWarmup   1: 1 op, 300.00 ns, 300.0000 ns/op
OverheadWarmup   2: 1 op, 300.00 ns, 300.0000 ns/op
OverheadWarmup   3: 1 op, 500.00 ns, 500.0000 ns/op
OverheadWarmup   4: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   5: 1 op, 200.00 ns, 200.0000 ns/op

OverheadActual   1: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual   2: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual   3: 1 op, 500.00 ns, 500.0000 ns/op
OverheadActual   4: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual   5: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   6: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   7: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual   8: 1 op, 500.00 ns, 500.0000 ns/op
OverheadActual   9: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual  10: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual  11: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  12: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  13: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  14: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  15: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  16: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual  17: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  18: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual  19: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  20: 1 op, 200.00 ns, 200.0000 ns/op

OverheadWarmup   1: 1 op, 300.00 ns, 300.0000 ns/op
OverheadWarmup   2: 1 op, 400.00 ns, 400.0000 ns/op
OverheadWarmup   3: 1 op, 300.00 ns, 300.0000 ns/op
OverheadWarmup   4: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   5: 1 op, 300.00 ns, 300.0000 ns/op
OverheadWarmup   6: 1 op, 300.00 ns, 300.0000 ns/op

WorkloadActual   1: 1 op, 239800.00 ns, 239.8000 us/op
WorkloadActual   2: 1 op, 170300.00 ns, 170.3000 us/op
WorkloadActual   3: 1 op, 191500.00 ns, 191.5000 us/op
WorkloadActual   4: 1 op, 165300.00 ns, 165.3000 us/op
WorkloadActual   5: 1 op, 173300.00 ns, 173.3000 us/op
WorkloadActual   6: 1 op, 169900.00 ns, 169.9000 us/op
WorkloadActual   7: 1 op, 165700.00 ns, 165.7000 us/op
WorkloadActual   8: 1 op, 159900.00 ns, 159.9000 us/op
